case,draw,strength,passed,failed,gate 1,gate 2,gate 3,gate 4,gate 5,gate 6,gate 7,Sharpe,alpha,costs a year,appraisal ratio,effective trials,DSR,neighbours holding the base,DSR against 10,DSR against 30,DSR against 100
slow timing,19,0.0,False,3,True,True,False,True,False,False,False,0.74825,0.036701,0.0024992,0.75887,1,0.99884,0,,,
selection,19,0.0,False,4,True,True,True,False,False,True,True,0.60223,0.013675,0.011407,0.23483,10,0.29161,0,,,
slow selection,19,0.0,False,3,True,True,False,False,False,False,True,0.67976,0.023886,0.0026967,0.49875,10,0.39925,0,,,
planted 0.5,19,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.69528,0.027893,0.01086,0.52637,1,0.98566,0,0.69045,0.499,0.32259
planted 0.8,19,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.87436,0.058768,0.01086,1.0422,1,1,0,0.99816,0.99209,0.97517
late slow timing,19,0.0,False,2,True,False,False,False,False,False,True,0.24716,-0.13714,0.0044002,-0.62888,1,0.05417,0,,,
rotation,19,0.0,False,2,True,False,False,False,False,False,True,0.684,-0.0011334,0.0025282,-0.044679,2,0.25393,0,,,
binary rotation,19,0.0,False,2,True,False,False,False,False,False,True,0.57474,-0.018871,0.0042971,-0.4456,2,0.020346,0,,,
top sector,19,0.0,False,2,True,False,False,False,False,False,True,0.225,-0.079409,0.0039446,-0.71516,2,0.0010282,1,,,
near benchmark,19,0.0,False,2,True,False,False,False,False,True,True,0.67903,-0.0037949,0.0011816,-0.33042,2,0.048037,0,,,
timing,20,0.0,False,2,True,False,True,False,False,False,False,0.51317,-0.0020156,0.011339,-0.035274,1,0.4359,0,,,
slow timing,20,0.0,False,3,True,True,False,False,False,True,True,0.61899,0.012435,0.0028042,0.25937,1,0.8863,0,,,
selection,20,0.0,False,2,True,False,True,False,False,False,False,0.55598,0.0049553,0.011532,0.090095,10,0.12659,0,,,
slow selection,20,0.0,False,3,True,True,False,False,False,False,False,0.65415,0.019169,0.0023114,0.40558,11,0.15773,0,,,
planted 0.5,20,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.72544,0.034857,0.011126,0.64137,1,0.99813,0,0.90883,0.79884,0.64904
planted 0.8,20,0.018388610058729223,False,7,True,True,True,True,True,True,False,0.85705,0.059696,0.011486,1.0305,1,1,0,0.99855,0.99329,0.97775
late slow timing,20,0.0,False,2,True,False,False,False,False,False,True,0.69809,-0.036661,0.0052811,-0.1653,1,0.3081,0,,,
rotation,20,0.0,False,2,True,False,False,False,False,False,True,0.65848,-0.005902,0.0020475,-0.2479,2,0.087423,0,,,
binary rotation,20,0.0,False,2,True,False,False,False,False,False,True,0.59878,-0.015235,0.0037741,-0.39377,2,0.031624,0,,,
top sector,20,0.0,False,2,True,False,False,False,False,False,True,0.64741,0.013286,0.0042268,0.10501,1,0.63542,1,,,
near benchmark,20,0.0,False,4,True,True,True,False,False,True,True,0.73739,0.0058839,0.0011699,0.49518,2,0.89564,0,,,
timing,21,0.0,False,2,True,False,False,False,False,False,True,0.42325,-0.018342,0.011141,-0.32344,1,0.073836,0,,,
slow timing,21,0.0,False,2,True,False,False,False,False,False,True,0.53018,-0.0044416,0.0022937,-0.093645,1,0.3576,0,,,
selection,21,0.0,False,2,True,False,False,False,False,False,True,0.52139,-0.00092823,0.011236,-0.017475,10,0.04956,0,,,
slow selection,21,0.0,False,3,True,True,False,False,False,False,True,0.69638,0.028388,0.0022871,0.50317,10,0.59982,0,,,
planted 0.5,21,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.62365,0.019922,0.011793,0.32013,1,0.94131,0,0.43366,0.25249,0.13037
planted 0.8,21,0.018388610058729223,False,7,True,True,True,True,True,True,False,0.81981,0.055424,0.011598,0.94304,1,0.99996,0,0.99099,0.96925,0.92156
late slow timing,21,0.0,False,2,True,False,False,False,False,False,True,0.52564,-0.0046979,0.0026011,-0.028428,2,0.27204,0,,,
rotation,21,0.0,False,2,True,False,False,False,False,False,True,0.65238,-0.0066593,0.0025902,-0.24354,2,0.10894,0,,,
binary rotation,21,0.0,False,2,True,False,False,False,False,False,True,0.60995,-0.012507,0.0035866,-0.29257,2,0.063171,0,,,
top sector,21,0.0,False,2,True,False,False,False,False,False,True,0.57511,0.0029403,0.0042271,0.02263,1,0.52753,0,,,
near benchmark,21,0.0,False,3,True,True,False,False,False,True,False,0.72012,0.0031108,0.0010928,0.24283,2,0.64684,0,,,
timing,22,0.0,False,2,True,False,False,False,False,False,True,0.3398,-0.032719,0.011135,-0.60377,1,0.0064876,0,,,
slow timing,22,0.0,False,3,True,True,False,False,False,True,True,0.61288,0.011468,0.0022439,0.24466,1,0.82861,0,,,
selection,22,0.0,False,2,True,False,False,False,False,False,True,0.51373,-0.0011101,0.011282,-0.018287,10,0.045379,0,,,
slow selection,22,0.0,False,4,True,True,True,False,False,True,True,0.61872,0.013211,0.002589,0.25459,10,0.18442,0,,,
planted 0.5,22,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.71104,0.035225,0.011746,0.58811,1,0.99557,0,0.77409,0.59782,0.41492
planted 0.8,22,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.75373,0.040663,0.011352,0.72096,1,0.99912,0,0.91706,0.81286,0.66745
late slow timing,22,0.0,False,2,True,False,False,False,False,False,True,0.79044,-0.024646,0.0044366,-0.09325,1,0.3961,0,,,
rotation,22,0.0,False,2,True,False,False,False,False,False,True,0.64854,-0.0072325,0.0027415,-0.25658,2,0.083082,0,,,
binary rotation,22,0.0,False,2,True,False,False,False,False,False,True,0.65252,-0.0045016,0.0034038,-0.10261,2,0.1879,0,,,
top sector,22,0.0,False,5,True,True,True,True,False,False,True,0.9212,0.073128,0.0030389,0.5951,1,0.97724,0,,,
near benchmark,22,0.0,False,4,True,True,True,False,False,False,True,0.71813,0.00272,0.00127,0.22283,2,0.58007,1,,,
timing,23,0.0,False,2,True,False,False,False,False,False,True,0.4457,-0.011782,0.011536,-0.18885,1,0.20549,0,,,
slow timing,23,0.0,False,2,True,False,False,False,False,False,True,0.52473,-0.0041074,0.0027058,-0.069511,1,0.38001,0,,,
selection,23,0.0,False,2,True,False,True,False,False,False,False,0.55826,0.0057695,0.011441,0.10214,10,0.12995,0,,,
slow selection,23,0.0,False,3,True,True,False,False,False,False,True,0.63064,0.014547,0.0024864,0.32238,10,0.45817,0,,,
planted 0.5,23,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.71982,0.032729,0.010953,0.55601,1,0.99305,0,0.80621,0.64357,0.46548
planted 0.8,23,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.71129,0.035159,0.011948,0.61227,1,0.99828,0,0.90041,0.78367,0.62816
late slow timing,23,0.0,False,2,True,False,False,False,False,False,True,0.75688,0.0134,0.0033435,0.056847,1,0.56282,0,,,
rotation,23,0.0,False,2,True,False,False,False,False,False,True,0.65839,-0.0056427,0.0024777,-0.21291,2,0.11833,0,,,
binary rotation,23,0.0,False,2,True,False,False,False,False,False,True,0.46459,-0.039123,0.0039461,-0.88992,2,0.00011937,0,,,
top sector,23,0.0,False,2,True,False,False,False,False,False,True,0.55087,-0.0077743,0.0045051,-0.074615,1,0.40912,0,,,
near benchmark,23,0.0,False,3,True,True,False,False,False,True,True,0.72635,0.0040811,0.0010261,0.32693,2,0.74299,0,,,
timing,24,0.0,False,2,True,False,False,False,False,False,True,0.44803,-0.012127,0.011735,-0.20221,1,0.16771,0,,,
slow timing,24,0.0,False,2,True,False,False,False,False,False,True,0.46023,-0.017688,0.0023397,-0.37147,2,0.012612,0,,,
selection,24,0.0,False,2,True,False,False,False,False,False,True,0.48394,-0.0066054,0.011116,-0.12011,10,0.018525,0,,,
slow selection,24,0.0,False,3,True,True,False,False,False,False,False,0.6956,0.027097,0.0025749,0.52499,10,0.56813,0,,,
planted 0.5,24,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.63857,0.018714,0.010838,0.34519,1,0.95661,0,0.55794,0.36295,0.21025
planted 0.8,24,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.82985,0.052921,0.011214,0.9409,1,0.99998,0,0.99486,0.9808,0.94695
late slow timing,24,0.0,False,6,True,True,True,True,True,False,True,1.2215,0.13306,0.0038961,0.71459,1,0.9696,0,,,
rotation,24,0.0,False,3,True,True,False,False,False,False,True,0.71141,0.0035493,0.0023676,0.15077,2,0.52571,0,,,
binary rotation,24,0.0,False,2,True,False,False,False,False,False,True,0.60139,-0.013502,0.00401,-0.3087,2,0.055485,0,,,
top sector,24,0.0,False,2,True,False,False,False,False,False,True,0.53195,-0.0079292,0.0035831,-0.075202,1,0.39058,1,,,
near benchmark,24,0.0,False,2,True,False,False,False,False,True,True,0.6684,-0.0055201,0.0010514,-0.45421,2,0.01408,0,,,
timing,25,0.0,False,2,True,False,False,False,False,False,True,0.48709,-0.0066627,0.011113,-0.12132,1,0.29755,0,,,
slow timing,25,0.0,False,3,True,True,False,False,False,False,True,0.57153,0.0035744,0.0023746,0.077625,1,0.6322,0,,,
selection,25,0.0,False,4,True,True,True,False,False,True,True,0.60277,0.013108,0.011347,0.23911,10,0.29999,0,,,
slow selection,25,0.0,False,3,True,True,False,False,False,False,True,0.595,0.0075943,0.0022829,0.17282,10,0.10899,0,,,
planted 0.5,25,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.73878,0.036206,0.011304,0.65026,1,0.99627,0,0.87089,0.73932,0.5764
planted 0.8,25,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.67696,0.027876,0.011391,0.49122,1,0.97971,0,0.68327,0.49173,0.31674
late slow timing,25,0.0,False,2,True,False,False,False,False,False,True,0.61861,-0.012185,0.0033038,-0.065056,1,0.42889,0,,,
rotation,25,0.0,False,3,True,True,False,False,False,False,True,0.71821,0.0049786,0.0024546,0.19348,2,0.57788,0,,,
binary rotation,25,0.0,False,2,True,False,False,False,False,False,True,0.6511,-0.004323,0.0034072,-0.097201,2,0.18952,0,,,
top sector,25,0.0,False,2,True,False,False,False,False,False,False,0.60091,0.0028988,0.0028419,0.027374,1,0.53835,0,,,
near benchmark,25,0.0,False,3,True,True,False,False,False,True,True,0.70903,0.0012745,0.0011496,0.096725,2,0.4203,0,,,
timing,26,0.0,False,2,True,False,False,False,False,False,True,0.49405,-0.005155,0.011423,-0.08685,1,0.35057,0,,,
slow timing,26,0.0,False,2,True,False,False,False,False,False,True,0.4344,-0.018767,0.0023063,-0.35481,1,0.043344,0,,,
selection,26,0.0,False,4,True,True,True,False,False,True,True,0.63047,0.019651,0.011288,0.31279,10,0.26466,0,,,
slow selection,26,0.0,False,4,True,True,True,False,False,True,False,0.65273,0.018014,0.0023642,0.38513,10,0.41032,0,,,
planted 0.5,26,0.013413153777783005,False,7,True,True,True,True,True,True,False,0.7749,0.043419,0.010904,0.80345,1,0.99981,0,0.97484,0.92809,0.84316
planted 0.8,26,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.78737,0.045149,0.011649,0.8101,1,0.99945,0,0.95277,0.88093,0.7667
late slow timing,26,0.0,False,6,True,True,True,True,True,False,True,1.3182,0.20126,0.0036286,0.87481,2,0.98628,0,,,
rotation,26,0.0,False,2,True,False,False,False,False,False,True,0.67597,-0.0027187,0.0025113,-0.11216,2,0.19076,0,,,
binary rotation,26,0.0,False,2,True,False,False,False,False,False,True,0.69192,0.0023776,0.0038636,0.057302,2,0.37297,0,,,
top sector,26,0.0,False,2,True,False,False,False,False,False,True,0.57809,-0.0014778,0.0040427,-0.014723,2,0.28477,0,,,
near benchmark,26,0.0,False,4,True,True,True,False,False,True,True,0.72884,0.0045234,0.0011361,0.36933,2,0.78619,0,,,
timing,27,0.0,False,2,True,False,False,False,False,False,True,0.46666,-0.0097447,0.011544,-0.16236,1,0.20542,0,,,
slow timing,27,0.0,False,2,True,False,False,False,False,False,True,0.55108,-0.00020155,0.0024878,-0.0042583,2,0.29492,0,,,
selection,27,0.0,False,2,True,False,True,False,False,True,True,0.54155,0.0037163,0.011325,0.060421,10,0.09795,0,,,
slow selection,27,0.0,False,3,True,True,False,False,False,False,True,0.5715,0.0053666,0.0027593,0.095005,10,0.11798,0,,,
planted 0.5,27,0.013413153777783005,False,4,True,True,True,False,False,True,True,0.612,0.0151,0.011209,0.26481,1,0.87446,0,0.28821,0.14537,0.065159
planted 0.8,27,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.98231,0.076841,0.011088,1.3892,1,1,0,1,1,0.99997
late slow timing,27,0.0,False,2,True,False,False,False,False,False,True,0.51224,-0.041067,0.0039777,-0.24948,2,0.10836,1,,,
rotation,27,0.0,False,3,True,True,False,False,False,False,True,0.73307,0.0073249,0.0024143,0.32228,2,0.7284,0,,,
binary rotation,27,0.0,False,2,True,False,False,False,False,False,True,0.69323,0.0031682,0.0035884,0.070879,2,0.39044,0,,,
top sector,27,0.0,False,2,True,False,False,False,False,False,True,0.36656,-0.042952,0.0038438,-0.40651,2,0.018648,0,,,
near benchmark,27,0.0,False,2,True,False,False,False,False,True,True,0.65752,-0.0073001,0.0011039,-0.57438,2,0.0098391,0,,,
timing,28,0.0,False,2,True,False,False,False,False,False,True,0.4955,-0.0054846,0.010769,-0.094306,1,0.34007,0,,,
slow timing,28,0.0,False,3,True,True,False,False,False,True,False,0.61392,0.013302,0.0026561,0.23148,1,0.85478,0,,,
selection,28,0.0,False,4,True,True,True,False,False,True,False,0.63806,0.019161,0.010679,0.33713,10,0.36249,0,,,
slow selection,28,0.0,False,3,True,True,False,False,False,False,True,0.60815,0.011054,0.0027594,0.22345,10,0.17412,0,,,
planted 0.5,28,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.64719,0.022925,0.011088,0.40208,1,0.95029,0,0.50076,0.31021,0.17082
planted 0.8,28,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.89108,0.064061,0.011102,1.1515,1,1,0,0.99912,0.99581,0.98559
late slow timing,28,0.0,False,3,True,True,False,True,False,False,False,1.1495,0.10947,0.0033604,0.57382,2,0.90576,0,,,
rotation,28,0.0,False,2,True,False,False,False,False,False,True,0.66893,-0.0036495,0.0025472,-0.13461,2,0.13553,0,,,
binary rotation,28,0.0,False,3,True,True,False,True,False,False,False,0.83104,0.027295,0.0040429,0.67188,2,0.96775,0,,,
top sector,28,0.0,False,2,True,False,False,False,False,True,True,0.40476,-0.037608,0.0031309,-0.26055,1,0.20343,0,,,
near benchmark,28,0.0,False,3,True,True,False,False,False,True,False,0.71515,0.0023741,0.0011786,0.16191,2,0.51046,0,,,
timing,29,0.0,False,2,True,False,False,False,False,False,True,0.3023,-0.038984,0.011473,-0.70855,1,0.0011789,0,,,
slow timing,29,0.0,False,2,True,False,False,False,False,False,True,0.52562,-0.0039399,0.0024144,-0.076581,1,0.37119,0,,,
selection,29,0.0,False,2,True,False,False,False,False,False,True,0.47149,-0.008434,0.011139,-0.14404,10,0.013756,0,,,
slow selection,29,0.0,False,3,True,True,False,False,False,False,True,0.65786,0.01962,0.0025651,0.39116,10,0.5176,0,,,
planted 0.5,29,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.68541,0.026532,0.011001,0.48263,1,0.9913,0,0.79412,0.62832,0.45033
planted 0.8,29,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.88075,0.059515,0.011474,1.0739,1,1,0,0.99901,0.99531,0.98392
late slow timing,29,0.0,False,2,True,False,False,False,False,False,True,0.3028,-0.08014,0.0021394,-0.43234,1,0.081396,0,,,
rotation,29,0.0,False,2,True,False,False,False,False,False,True,0.68916,0.00016548,0.0021133,0.0057102,2,0.30898,0,,,
binary rotation,29,0.0,False,2,True,False,False,False,False,False,True,0.63168,-0.0080291,0.0039054,-0.18231,2,0.11945,0,,,
top sector,29,0.0,False,6,True,True,True,True,True,False,False,1.061,0.093614,0.0035801,0.81801,1,0.99827,1,,,
near benchmark,29,0.0,False,3,True,True,False,False,False,True,True,0.72156,0.003337,0.0011728,0.26127,2,0.63394,0,,,
timing,30,0.0,False,2,True,False,False,False,False,False,True,0.43883,-0.014393,0.011577,-0.25115,1,0.14631,0,,,
slow timing,30,0.0,True,0,True,True,True,True,True,True,True,0.7214,0.029782,0.0024148,0.63649,1,0.99555,0,,,
selection,30,0.0,False,2,True,False,False,False,False,False,True,0.5148,-0.0018934,0.011373,-0.033785,10,0.043149,0,,,
slow selection,30,0.0,False,2,True,False,False,False,False,True,True,0.56393,0.0015547,0.0023452,0.037643,10,0.052684,0,,,
planted 0.5,30,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.69872,0.030581,0.010992,0.5657,1,0.99386,0,0.82322,0.66582,0.48832
planted 0.8,30,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.796,0.047142,0.011135,0.84823,1,0.99985,0,0.9647,0.90489,0.80327
late slow timing,30,0.0,False,2,True,False,False,False,False,False,True,0.94431,0.042393,0.0038364,0.23747,1,0.76615,0,,,
rotation,30,0.0,False,3,True,True,False,False,False,False,True,0.71304,0.0043482,0.0026146,0.15248,2,0.50205,0,,,
binary rotation,30,0.0,False,2,True,False,False,False,False,False,True,0.68051,0.00071969,0.0037597,0.016352,2,0.32128,0,,,
top sector,30,0.0,False,2,True,False,False,False,False,False,True,0.41382,-0.032227,0.0045048,-0.2856,2,0.045826,0,,,
near benchmark,30,0.0,False,3,True,True,False,False,False,True,True,0.70975,0.001386,0.0011455,0.10634,2,0.43203,0,,,
timing,31,0.0,False,2,True,False,False,False,False,False,True,0.45798,-0.013231,0.011203,-0.2524,1,0.14172,0,,,
slow timing,31,0.0,False,3,True,True,False,True,False,False,False,0.67819,0.023436,0.0023753,0.49139,1,0.95301,0,,,
selection,31,0.0,False,2,True,False,True,False,False,False,True,0.54104,0.0026621,0.011344,0.047445,10,0.085611,0,,,
slow selection,31,0.0,False,3,True,True,False,False,False,False,True,0.60686,0.0095364,0.0024823,0.2296,10,0.26279,0,,,
planted 0.5,31,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.66312,0.023779,0.011298,0.45112,1,0.98139,0,0.64648,0.45115,0.28103
planted 0.8,31,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.77801,0.045266,0.011219,0.79959,1,0.99975,0,0.96247,0.89985,0.79472
late slow timing,31,0.0,False,3,True,True,False,False,False,False,True,1.0216,0.079074,0.0030547,0.36015,1,0.86262,0,,,
rotation,31,0.0,False,4,True,True,True,False,False,False,False,0.76471,0.01322,0.0020839,0.49225,2,0.88491,0,,,
binary rotation,31,0.0,False,2,True,False,False,False,False,False,True,0.65296,-0.0049415,0.0037224,-0.12118,2,0.16927,0,,,
top sector,31,0.0,False,2,True,False,False,False,False,False,True,0.43502,-0.0308,0.0033134,-0.22004,2,0.10913,1,,,
near benchmark,31,0.0,False,3,True,True,False,False,False,True,True,0.71045,0.0014552,0.0011195,0.11993,2,0.45297,0,,,
timing,32,0.0,False,2,True,False,False,False,False,False,True,0.4102,-0.021191,0.011401,-0.38506,1,0.04498,0,,,
slow timing,32,0.0,False,3,True,True,False,False,False,False,True,0.63143,0.01515,0.0025964,0.30448,1,0.89033,0,,,
selection,32,0.0,False,2,True,False,False,False,False,False,True,0.51104,-0.0026761,0.010957,-0.049803,10,0.037312,0,,,
slow selection,32,0.0,False,3,True,True,False,False,False,True,True,0.65224,0.019303,0.0026297,0.38621,10,0.41221,0,,,
planted 0.5,32,0.013413153777783005,True,0,True,True,True,True,True,True,True,0.73561,0.037035,0.011042,0.68167,1,0.99883,0,0.9269,0.82967,0.68947
planted 0.8,32,0.018388610058729223,True,0,True,True,True,True,True,True,True,0.86882,0.060017,0.011706,1.1153,1,1,0,0.99828,0.99244,0.97585
late slow timing,32,0.0,False,1,False,False,False,False,False,False,True,0.53944,-0.040771,0.0025324,-0.2306,1,0.2368,1,,,
rotation,32,0.0,False,3,True,True,False,False,False,False,True,0.72402,0.0059249,0.0020613,0.23706,2,0.62454,0,,,
binary rotation,32,0.0,False,2,True,False,False,False,False,False,True,0.58135,-0.017223,0.0033664,-0.39605,2,0.03148,0,,,
top sector,32,0.0,False,2,True,False,False,False,False,False,True,0.55869,-0.0043228,0.0031244,-0.041035,2,0.2541,0,,,
near benchmark,32,0.0,False,2,True,False,False,False,False,True,True,0.66956,-0.0053426,0.0010878,-0.43986,2,0.015563,0,,,
timing,33,0.0,False,2,True,False,False,False,False,False,True,0.42915,-0.015817,0.011282,-0.29254,1,0.10375,0,,,
